methodology,rating_source,source_reference,study_label,pmid,doi,methodology_version,domain,expert_rating,overall_rating,verified,added_by,added_at
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Choudhry (2022),35405049,10.2478/rjim-2022-0005,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Choudhry (2022),35405049,10.2478/rjim-2022-0005,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Choudhry (2022),35405049,10.2478/rjim-2022-0005,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Cui (2022),35409805,10.3390/ijerph19074122,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Cui (2022),35409805,10.3390/ijerph19074122,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Cui (2022),35409805,10.3390/ijerph19074122,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Cui (2022),35409805,10.3390/ijerph19074122,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Dhanya (2016),27251965,10.4103/1119-3077.183314,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Dhanya (2016),27251965,10.4103/1119-3077.183314,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Dhanya (2016),27251965,10.4103/1119-3077.183314,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Dhanya (2016),27251965,10.4103/1119-3077.183314,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Combined,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Combined,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Combined,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Combined,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Female,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Female,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Female,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Female,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Male,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Male,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Male,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Egboh (2022)—Male,36518417,10.1016/j.toxrep.2022.05.022,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ephraim (2019),30886931,10.1016/j.heliyon.2019.e01286,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ephraim (2019),30886931,10.1016/j.heliyon.2019.e01286,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ephraim (2019),30886931,10.1016/j.heliyon.2019.e01286,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ephraim (2019),30886931,10.1016/j.heliyon.2019.e01286,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Forbat (1981),7288781,10.1177/014107688107401004,quadas2-2011,flow_and_timing,high,high,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Forbat (1981),7288781,10.1177/014107688107401004,quadas2-2011,index_test,unclear,high,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Forbat (1981),7288781,10.1177/014107688107401004,quadas2-2011,patient_selection,high,high,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Forbat (1981),7288781,10.1177/014107688107401004,quadas2-2011,reference_standard,low,high,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ganesan (2022),36110787,10.4103/jpbs.jpbs_666_21,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ganesan (2022),36110787,10.4103/jpbs.jpbs_666_21,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ganesan (2022),36110787,10.4103/jpbs.jpbs_666_21,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ganesan (2022),36110787,10.4103/jpbs.jpbs_666_21,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Gupta (2015),26155553,10.7860/JCDR/2015/12398.5994,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Gupta (2015),26155553,10.7860/JCDR/2015/12398.5994,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Gupta (2015),26155553,10.7860/JCDR/2015/12398.5994,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Gupta (2015),26155553,10.7860/JCDR/2015/12398.5994,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—BG > 200 mg/dL,26710500,10.1515/rjim-2015-0032,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—BG > 200 mg/dL,26710500,10.1515/rjim-2015-0032,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—BG > 200 mg/dL,26710500,10.1515/rjim-2015-0032,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—BG > 200 mg/dL,26710500,10.1515/rjim-2015-0032,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—BG: 130–200 mg/dL,26710500,10.1515/rjim-2015-0032,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—BG: 130–200 mg/dL,26710500,10.1515/rjim-2015-0032,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—BG: 130–200 mg/dL,26710500,10.1515/rjim-2015-0032,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—BG: 130–200 mg/dL,26710500,10.1515/rjim-2015-0032,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—Overall,26710500,10.1515/rjim-2015-0032,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
